StatusActive,lastAccidentDate,id,emailAreaMgr,beginDate,site,name,endDate,emailPlantMgr,startDate,bu,type
Active,,C324,CHATCHAPOL.OSATIDPORN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,NorthRegion,หน่วยผลิต เชียงใหม่ 2,Tue Dec 31 00:00:00 GMT+07:00 2024,NATTHAPHON.TUEJANTA@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C325,CHATCHAPOL.OSATIDPORN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,NorthRegion,หน่วยผลิต ลำพูน,Tue Dec 31 00:00:00 GMT+07:00 2024,NATTHAPHON.TUEJANTA@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C371,CHATCHAPOL.OSATIDPORN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,NorthRegion,หน่วยผลิต สารภี,Tue Dec 31 00:00:00 GMT+07:00 2024,NATTHAPHON.TUEJANTA@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C375,CHATCHAPOL.OSATIDPORN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,NorthRegion,หน่วยผลิต ดอยสะเก็ด,Tue Dec 31 00:00:00 GMT+07:00 2024,NATTHAPHON.TUEJANTA@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C410,CHATCHAPOL.OSATIDPORN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,NorthRegion,หน่วยผลิต เชียงใหม่ 3,Tue Dec 31 00:00:00 GMT+07:00 2024,NATTHAPHON.TUEJANTA@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C482,CHATCHAPOL.OSATIDPORN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,NorthRegion,หน่วยผลิต สันทราย,Tue Dec 31 00:00:00 GMT+07:00 2024,NATTHAPHON.TUEJANTA@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C355,SONGKLOD.KOSIYAPANT@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,SouthRegion,หน่วยผลิต ถลาง,Tue Dec 31 00:00:00 GMT+07:00 2024,RITTIDECH.PHUEKDECH@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C460,SONGKLOD.KOSIYAPANT@SIAMCITYCEMENT.COM,Sat Aug 12 00:00:00 GMT+07:00 2017,SouthRegion,หน่วยผลิต รัษฎา 2,Tue Aug 12 00:00:00 GMT+07:00 2025,RITTIDECH.PHUEKDECH@SIAMCITYCEMENT.COM,Sat Aug 12 00:00:00 GMT+07:00 2017,th,rmxplant
Active,,C311,SUWIT.PANICHCHAROEN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,WBKK,หน่วยผลิต บางใหญ่,Tue Dec 31 00:00:00 GMT+07:00 2024,SUTTIPONG.INTARASUWAN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C314,SUWIT.PANICHCHAROEN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,WBKK,หน่วยผลิต ราษฎร์บูรณะ2,Tue Dec 31 00:00:00 GMT+07:00 2024,KORNRAPAT.PRUEKSAPITAK@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C340,SUWIT.PANICHCHAROEN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,WBKK,หน่วยผลิต บางบัวทอง,Tue Dec 31 00:00:00 GMT+07:00 2024,SOMSAK.PIDTANANG@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C344,SUWIT.PANICHCHAROEN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,WBKK,หน่วยผลิต บางขุนเทียน,Tue Dec 31 00:00:00 GMT+07:00 2024,KORNRAPAT.PRUEKSAPITAK@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C357,SUWIT.PANICHCHAROEN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,WBKK,หน่วยผลิต บางกรวย,Tue Dec 31 00:00:00 GMT+07:00 2024,SUTTIPONG.INTARASUWAN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C359,SUWIT.PANICHCHAROEN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,WBKK,หน่วยผลิต ปากเกร็ด,Tue Dec 31 00:00:00 GMT+07:00 2024,SOMSAK.PIDTANANG@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C388,SUWIT.PANICHCHAROEN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,WBKK,หน่วยผลิต ราชพฤกษ์,Tue Dec 31 00:00:00 GMT+07:00 2024,SUTTIPONG.INTARASUWAN@SIAMCITYCEMENT.COM,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
Active,,C415,SUWIT.PANICHCHAROEN@SIAMCITYCEMENT.COM,Fri Jul 22 00:00:00 GMT+07:00 2016,WBKK,หน่วยผลิต แจ้งวัฒนะ 3,Mon Jul 21 00:00:00 GMT+07:00 2025,SOMSAK.PIDTANANG@SIAMCITYCEMENT.COM,Fri Jul 22 00:00:00 GMT+07:00 2016,th,rmxplant
Active,,C453,SUWIT.PANICHCHAROEN@SIAMCITYCEMENT.COM,Thu Sep 01 00:00:00 GMT+07:00 2016,WBKK,หน่วยผลิต 345Highway,Sun Aug 31 00:00:00 GMT+07:00 2025,SOMSAK.PIDTANANG@SIAMCITYCEMENT.COM,Thu Sep 01 00:00:00 GMT+07:00 2016,th,rmxplant
Active,,C464,SUWIT.PANICHCHAROEN@SIAMCITYCEMENT.COM,Thu Aug 17 00:00:00 GMT+07:00 2017,WBKK,หน่วยผลิต พระประแดง,Sat Aug 16 00:00:00 GMT+07:00 2025,KORNRAPAT.PRUEKSAPITAK@SIAMCITYCEMENT.COM,Thu Aug 17 00:00:00 GMT+07:00 2017,th,rmxplant
Active,,C313,aunghkarn.prasith@siamcitycement.com,Thu Jan 01 00:00:00 GMT+07:00 2015,WestRegion,หน่วยผลิต มหาชัย,Tue Dec 31 00:00:00 GMT+07:00 2024,thanapoom.jongjaroen@siamcitycement.com,Thu Jan 01 00:00:00 GMT+07:00 2015,th,rmxplant
